movie_id	rating	p_0	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10	p_11	p_12	p_13	p_14	p_15	p_16	p_17	p_18	p_19
45126	7.4	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
45242	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
45772	8.1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
46505	7.7	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
49696	8.3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
50486	6.6	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0
50957	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
51563	6.8	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
51906	7.6	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
52371	7.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
54030	6.9	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54160	7.5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
54175	6.8	1	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0
54540	7.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
57585	8.5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
60155	6.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
60293	7.2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
61046	7.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61169	7.4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61175	7.9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61182	5.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61480	6.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
61481	7.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
61501	7.7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61505	6.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61507	7.8	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
61508	7.8	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0
61522	7.7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
62084	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
62110	6.8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
62111	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
62115	7.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
62592	7.9	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0
62687	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
64657	7.5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
65669	6.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
66870	8.0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
68079	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
68084	7.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
68108	7.6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
68124	7.4	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
68130	7.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
68245	7.7	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
68388	8.1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4
70428	7.7	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
70508	8.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
73170	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5
73376	7.8	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
73970	8.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74018	7.8	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
74293	6.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
74387	7.0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74391	7.6	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0
74858	7.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
74871	7.9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74930	7.8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0
74942	7.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
74956	7.6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74966	7.0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
74979	7.9	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
74984	7.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
75933	7.6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76040	7.6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
76310	8.0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
76353	8.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
76361	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
76366	8.2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
76389	8.2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76394	7.4	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0
76617	8.3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
76631	6.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
76641	7.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
77604	7.3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
77641	7.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77643	7.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77653	7.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
77665	7.6	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
79700	7.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
80488	7.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80510	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
80923	7.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
80944	7.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
81100	8.0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
84931	7.4	0	0	3	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
88075	7.1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
89445	6.3	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0
89793	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
90039	6.7	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0
91133	7.3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
92540	6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
92596	7.0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93559	6.8	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
97732	6.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97758	7.9	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98019	6.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
98503	7.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
99022	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
99025	7.6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99304	6.2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
101813	6.8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
101907	6.5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
101943	7.4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
101954	7.4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
102026	7.0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
103011	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
103018	6.9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
105872	6.9	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
106262	6.4	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0
113427	7.4	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0
113445	7.3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
113452	7.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113463	7.2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
113464	7.8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
129278	7.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
129331	7.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
129427	6.8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
129619	7.1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
133462	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
133550	6.8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
133622	7.4	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
133688	7.5	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
142327	8.0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
142423	7.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
142426	7.7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
142435	7.3	0	1	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
142443	7.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
142447	7.7	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
142456	8.3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0
142463	8.6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
142481	7.6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0
143483	7.2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
143812	6.1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
144161	6.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144813	6.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144831	7.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145445	7.8	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
147697	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
151535	6.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154790	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
155271	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
155785	6.9	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1
157239	6.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
158982	6.7	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
159171	6.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
160047	7.4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
161866	7.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
161877	7.5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
161901	6.9	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
163456	6.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163894	7.3	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
164401	6.9	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0
165106	7.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165379	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
165751	6.7	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
165794	6.4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
166813	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
167724	6.6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	4	0	0
168491	6.8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
168498	7.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168571	7.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168597	7.3	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0
168602	6.2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
168747	7.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
170858	7.2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
171047	6.6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171555	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
172005	7.2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
176489	5.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
177740	8.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
177835	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
179044	7.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180991	7.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
180993	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
181329	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
181353	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
181471	7.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183061	5.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
183575	6.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
183740	6.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183769	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
187100	7.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
187635	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
187636	6.6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
187642	6.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
190393	7.1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1
190405	7.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
193847	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
193862	7.4	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
193867	6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
193882	7.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195388	7.7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
201553	6.3	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
202652	6.7	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
203413	5.5	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
204019	7.2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
204774	8.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206721	7.7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
209301	6.7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
209549	6.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210219	7.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
210224	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
212671	6.5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
212981	6.9	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0
213413	8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
213471	8.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214783	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
217800	7.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0
217819	7.4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217835	7.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221489	7.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221748	7.3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
225476	7.0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225481	7.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
225505	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
226198	6.8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0
226202	6.8	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0
231486	6.2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
234827	7.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2
236283	6.9	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
236651	7.0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1
236793	5.7	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
237134	8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
239009	7.4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240173	6.7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240363	6.4	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0
241171	6.6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241471	6.4	1	0	0	0	0	5	0	0	1	0	0	0	3	0	0	0	0	0	0	0
242525	7.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242539	7.0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
246559	6.4	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
246963	7.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249406	7.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
249876	6.7	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
255194	6.9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
255198	7.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
258732	6.8	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
261023	5.2	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
261364	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
261402	6.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
264851	7.1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
265242	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
265891	7.2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
265975	7.0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271588	7.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
274258	8.0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0
277148	6.3	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
277149	7.1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
277158	5.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
277666	5.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
277710	6.2	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0
285559	5.4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286828	7.3	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1
286836	6.9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
288360	6.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
289253	4.5	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0
289755	6.5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
290633	6.0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
293165	2.6	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0
299016	6.5	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
301574	7.6	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1
302491	6.9	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0
302970	7.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
303847	6.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
304392	7.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
307072	5.7	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
308856	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
