tell have go find take be leave meet see father marry give get friend try ask decide man mother make come fall want kill return begin woman say arrive realize love wife do discover learn girl run know reveal daughter agree young live call son show die child send refuse husband start parent bring name work help brother turn end visit offer accept follow move invite spend use lose confront sister look feel convince break think believe stop stay walk boy join explain keep play catch save introduce set inform manage attempt receive continue shoot talk drive force confess put admit write wait win attract throw lead plan girlfriend escape need propose reunite old student engage hear travel watch arrange rescue let boyfriend hire enter promise lover steal hide lie able grow like attend pregnant baby arrest one insist buy sleep reject share recognize pick allow new appear doctor warn hold develop rush prepare other best suggest pay involve beat perform announce unable pursue claim boss flee hit choose persuade head reach pass about pull become former apologize change seduce open encounter threaten beautiful seek speak upset attack wealthy reconcile owner accompany carry sell that capture befriend fight pretend fire approach beg teacher drop wish miss sit remember officer chase neighbor declare date angry dead stand fail own happy accuse king teach american face release wake de member read consider commit suspect present draw raise happen knock care soldier forget remind hope seem gay interested suffer forgive express reply kiss free dance abandon sing overhear encourage kidnap uncle intend kid treat older sneak spot shock jealous demand person search place local fly struggle partner character star younger assume flirt argue understand track successful drunk enjoy cause lady impress determine cousin push support school cheat artist hang deliver quit bear recover rich aunt prove close interrupt surprise expect singer blame order ready act s respond prevent embrace real driver grandmother manager director discuss hurt guy deny lawyer writer murder provide actor actress guard succeed cut confide survive jump assistant assure fianc assign depart welcome spy worker include ignore dump protect separate lock betray captain injure wear finish destroy resist handsome furious strike alive mention only defend advise awaken kick detective create couple hate nurse urge grandfather worry divorce remove state who reluctant widow reporter remain pose bride cry greet serve client fellow avoid businessman vow devastate dancer aware good witness stab defeat princess settle belong married decline single mean pilot famous build agent dream stumble ride prostitute focus wound deal humiliate suspicious mistress next adopt british professor sign listen obsess player maid police expose experience guest challenge proceed living question servant priest notice fear judge leader unaware dismiss high willing there producer escort grab first co-worker describe climb distract dress teenager replace disappear earn family disguise blackmail collapse hand woo roommate identify contact retrieve infatuate secretary gain transform afraid report crash attractive point enlist maya drag locate little rival tear elope late cover drink employee plead celebrate cast coach conclude stranger sentence punch slip eat lure french trick rape answer master college heartbroken pirate popular rent cross responsible same twin elderly mysterious orphan step much president form bury resolve dad black author aspiring blind figure childhood classmate profess niece slap imprison distraught smile forbid court poor customer confuse transfer regain tie thief sure teenage succumb colleague admire check feed home more overcome surround scare german waitress mistake drown recall disappoint refer angel musician observe attorney sick promote prince emerge complete train prefer shy anger rebuff embark wander inherit stick imagine middle-aged smite executive film architect gangster passenger obtain gather swear patient back study approve ill touch lonely vampire female out resume insult hers unhappy killer please graduate pack suppose victim chief policeman together charming regret complain switch yell unite editor await ambush borrow grant execute burn acknowledge alone alcoholic inspire last time restore unconscious assist depressed wonder day recruit direct intrigue acquaint innocent host sail connect instruct governor engineer diner sweetheart city intervene part millionaire owe drug aid l tend long heir poet collect console horrify mom toss investigate italian convinced laugh spirit maintain native control react witch journalist big frustrated business relate revolve summon thug queen bully fake retire punish lucky musketeer enraged fill rob calm clerk guide right bail transport resign swim farmer villager adult relative narrate gambler trust wed oppose criminal delighted disapprove relent address produce socialite fiance concern male hero fiancee perfect proclaim employer henchman cook trap major add art scold select salesman resent main due apply devise ruin confirm dislike cheer psychiatrist groom prisoner clean spare scream impressed eccentric sacrifice desperate recommend crush true feature better harass house taunt criticize organize reciprocate busy secure chef thank record lesbian resident conspire clear hurry soul all sue romance bachelor withdraw afford fascinate lay represent employ model intercept quarrel reassure infuriate charm mayor wrong designer unwilling consist volunteer shout stage test many mate private fix interview rekindle land playboy count senior mad slave manipulate professional haunt frame dealer revive compete taxi awake longtime goon con attach expel youngest plot monster proud berate veteran different appoint match surgeon elder portray painter cancel cop performer dedicate disgust explore tease renew associate thrill annoy condemn comfort gentleman surrender japanese notorious villa mock display smitten diagnose stepfather bother devote murderer minister widower corner lend pair congratulate heiress talented wedding view target assault story village frustrate scientist fit charge skeptical dine convict christian rule communicate handle sibling sailor party prompt split recite reconnect intimidate purchase housekeeper neglect conservative stepmother bore immigrant store beloved satisfy require result torture brother-in-law white great unfaithful phane station ex-girlfriend lique ex-boyfriend uncomfortable team suitor don cure indian russian reflect nephew behave testify acquire shut job launch corrupt lieutenant human pressure command bartender practice deceive note exile achieve overwhelm loving despise ridicule rid bad operate several newspaper friendly waiter desert stalk fairy contemplate second opold drift ex-wife undergo assassinate rebel womanizer ambitious addict ensure life paint betroth regard inspector initiate banish outlaw abusive base faint naked drunken panic fool possess
0.000 0.000 0.000 0.000 0.000 0.000 3.000 0.000 0.000 127.000 6.000 0.000 0.000 85.000 0.000 0.000 0.000 39.000 396.000 0.000 0.000 45.000 0.000 0.000 38.000 0.000 6.000 0.000 0.000 0.000 3712.000 5931.000 0.000 0.000 0.000 23.000 0.000 0.000 0.000 42.000 0.000 987.000 1.000 65.000 26212.000 417.000 0.000 38.000 0.000 0.000 2640.000 10.000 10.000 0.000 20.000 589.000 684.000 1471.000 4.000 10.000 185.000 110.000 0.000 0.000 34.000 0.000 0.000 4.000 0.000 0.000 76.000 11.000 2.000 0.000 2696.000 0.000 0.000 4.000 1.000 3.000 313.000 0.000 0.000 0.000 8.000 12.000 0.000 0.000 31.000 0.000 0.000 33.000 0.000 0.000 0.000 17.000 57.000 987.000 0.000 0.000 3.000 0.000 0.000 4.000 0.000 0.000 28.000 842.000 17.000 41.000 11.000 0.000 0.000 71.000 16.000 0.000 0.000 178.000 0.000 0.000 1819.000 0.000 26.000 12.000 0.000 2.000 4401.000 0.000 0.000 0.000 12323.000 0.000 0.000 0.000 20.000 12.000 30.000 3056.000 0.000 13.000 0.000 0.000 74.000 0.000 0.000 0.000 38.000 0.000 94.000 0.000 0.000 0.000 7.000 0.000 14.000 5.000 0.000 6.000 0.000 0.000 0.000 0.000 6915.000 0.000 5.000 177.000 43.000 2.000 0.000 0.000 66.000 0.000 10.000 7036.000 0.000 0.000 8777.000 0.000 8.000 0.000 442.000 105.000 0.000 14.000 0.000 0.000 1.000 185.000 605.000 0.000 4711.000 0.000 0.000 0.000 37.000 1.000 1.000 38.000 0.000 65.000 23.000 0.000 7.000 15.000 14.000 0.000 0.000 0.000 507.000 11.000 180.000 0.000 0.000 16.000 10575.000 0.000 0.000 121.000 0.000 0.000 1.000 0.000 6510.000 77.000 92.000 4.000 128.000 69.000 0.000 0.000 0.000 1666.000 2719.000 0.000 0.000 0.000 0.000 85.000 9.000 0.000 0.000 0.000 0.000 10.000 36.000 0.000 0.000 0.000 0.000 74.000 3287.000 260.000 0.000 0.000 0.000 0.000 0.000 3.000 0.000 1051.000 0.000 15.000 0.000 34.000 34.000 21.000 70.000 205.000 7.000 124.000 5194.000 55.000 1.000 4869.000 846.000 21.000 47.000 0.000 0.000 0.000 0.000 48.000 32.000 14.000 0.000 218.000 2.000 0.000 0.000 38.000 0.000 26.000 1.000 0.000 123.000 0.000 0.000 0.000 4.000 0.000 27.000 39.000 0.000 20.000 0.000 32.000 0.000 6.000 0.000 1061.000 58.000 215.000 2.000 0.000 0.000 0.000 6726.000 1684.000 3.000 11.000 9896.000 0.000 19.000 3.000 0.000 4988.000 13.000 1309.000 0.000 60.000 8.000 2876.000 0.000 5.000 0.000 0.000 25.000 125.000 0.000 5.000 0.000 0.000 359.000 97.000 17.000 0.000 0.000 0.000 0.000 207.000 167.000 0.000 20.000 0.000 0.000 25.000 0.000 0.000 30.000 33.000 7.000 9079.000 0.000 1491.000 0.000 0.000 378.000 0.000 9976.000 0.000 5.000 0.000 54.000 0.000 4.000 0.000 1802.000 0.000 358.000 76.000 94.000 13.000 27.000 0.000 0.000 18.000 16.000 0.000 0.000 1556.000 6.000 0.000 187.000 36.000 0.000 281.000 162.000 60.000 3743.000 39.000 0.000 1.000 0.000 0.000 12.000 0.000 3.000 21.000 6133.000 43.000 0.000 7109.000 1.000 0.000 60.000 1186.000 82.000 87.000 2.000 0.000 7054.000 5.000 997.000 0.000 678.000 35.000 11.000 0.000 0.000 84.000 46.000 24.000 0.000 4.000 38.000 13.000 0.000 5.000 609.000 5.000 239.000 26.000 14.000 48.000 1614.000 260.000 0.000 0.000 219.000 57.000 20.000 796.000 0.000 3321.000 22.000 0.000 0.000 0.000 5.000 24.000 0.000 0.000 0.000 106.000 48.000 0.000 0.000 940.000 0.000 3.000 0.000 424.000 0.000 0.000 2020.000 22.000 0.000 39.000 8.000 4.000 24.000 9.000 0.000 0.000 3.000 0.000 12.000 2214.000 348.000 0.000 371.000 7.000 49.000 90.000 71.000 0.000 59.000 3.000 0.000 1766.000 23.000 4.000 0.000 0.000 1.000 7.000 1504.000 649.000 0.000 6.000 35.000 5.000 1.000 36.000 0.000 1.000 3450.000 25.000 11.000 10.000 25.000 377.000 16.000 24.000 3.000 12.000 0.000 0.000 3.000 33.000 3361.000 12.000 9.000 7.000 5.000 12.000 0.000 4002.000 5.000 0.000 47.000 0.000 0.000 3.000 7.000 27.000 0.000 0.000 0.000 4.000 10.000 3.000 290.000 0.000 381.000 0.000 142.000 1.000 0.000 18.000 0.000 0.000 182.000 1263.000 9.000 7.000 11.000 8.000 0.000 0.000 0.000 6.000 0.000 2326.000 2.000 0.000 41.000 0.000 611.000 855.000 0.000 13.000 15.000 0.000 0.000 9.000 0.000 0.000 0.000 76.000 0.000 42.000 2860.000 108.000 3783.000 5.000 0.000 0.000 0.000 21.000 16.000 26.000 0.000 371.000 0.000 22.000 2.000 2.000 753.000 0.000 45.000 10.000 14.000 4356.000 0.000 9.000 13.000 0.000 4460.000 16.000 278.000 896.000 4.000 0.000 0.000 0.000 0.000 0.000 4.000 0.000 10.000 0.000 3.000 0.000 3.000 0.000 5.000 3316.000 0.000 2844.000 720.000 0.000 4672.000 0.000 22.000 0.000 6.000 193.000 41.000 0.000 0.000 4227.000 57.000 0.000 0.000 0.000 0.000 2483.000 0.000 10.000 42.000 7.000 2569.000 3.000 0.000 2479.000 10.000 0.000 0.000 1780.000 11.000 9.000 0.000 0.000 0.000 1.000 0.000 0.000 146.000 63.000 0.000 83.000 0.000 22.000 95.000 0.000 292.000 66.000 1289.000 9.000 3785.000 0.000 0.000 0.000 3.000 23.000 376.000 11.000 0.000 0.000 1.000 0.000 4157.000 49.000 170.000 124.000 10.000 1927.000 18.000 0.000 0.000 0.000 0.000 3.000 1.000 33.000 57.000 0.000 3752.000 5.000 0.000 0.000 3466.000 40.000 0.000 0.000 0.000 0.000 0.000 193.000 5.000 875.000 2481.000 1144.000 1.000 0.000 2533.000 2.000 4.000 79.000 2917.000 0.000 2352.000 0.000 0.000 62.000 0.000 10.000 8.000 0.000 0.000 1.000 0.000 23.000 0.000 207.000 1320.000 1945.000 416.000 6.000 7.000 38.000 188.000 0.000 20.000 0.000 0.000 3270.000 0.000 152.000 0.000 23.000 397.000 0.000 0.000 0.000 5.000 14.000 21.000 0.000 116.000 5.000 1338.000 0.000 238.000 0.000 102.000 21.000 3.000 121.000 9.000 0.000 0.000 0.000 2.000 0.000 0.000 1.000 0.000 0.000 0.000 0.000 28.000 1.000 12.000 6.000 2496.000 0.000 3.000 0.000 1.000 376.000 20.000 32.000 3183.000 0.000 0.000 0.000 139.000 84.000 12.000 22.000 7.000 2.000 0.000 3049.000 4.000 383.000 2873.000 0.000 0.000 9.000 35.000 71.000 20.000 144.000 0.000 0.000 191.000 616.000 0.000 556.000 0.000 3044.000 21.000 0.000 1338.000 10.000 4.000 0.000 38.000 0.000 14.000 1835.000 0.000 0.000 0.000 0.000 0.000 1059.000 0.000 0.000 0.000 1.000 20.000 0.000 6.000 2713.000 0.000 0.000 0.000 454.000 0.000 26.000 0.000 0.000 2224.000 1.000 36.000 24.000 0.000 164.000 0.000 41.000 23.000 6.000 2.000 1030.000 764.000 19.000 4.000 0.000 14.000 17.000 32.000 37.000 0.000 5.000 3.000 6.000 0.000 0.000 3.000 2206.000 13.000 0.000 0.000 0.000 0.000 0.000 0.000 564.000 2.000 232.000 89.000 0.000 22.000 8.000 1305.000 0.000 0.000 15.000 0.000 102.000 19.000 9.000 4.000 2.000 494.000 7.000 0.000 9.000 5.000 694.000 10.000 2.000 10.000 3.000 114.000 0.000 109.000 0.000 0.000 0.000 0.000 0.000 0.000 36.000 2.000 310.000 20.000 20.000 34.000 0.000 0.000 25.000 1.000 0.000 0.000 19.000 0.000 0.000 1050.000 3.000 0.000 43.000 66.000 178.000 1.000 4.000 3.000 1.000 0.000 319.000 0.000 19.000 4.000 0.000 0.000 44.000 10.000 10.000 1463.000 0.000 43.000 16.000 0.000 0.000 9.000 0.000 0.000 0.000 298.000 114.000 18.000 61.000 17.000 0.000 13.000 0.000
238027.000 9.000 13.000 4302.000 207.000 12.000 57.000 34613.000 45825.000 2.000 14264.000 36212.000 40.000 0.000 137.000 44595.000 34.000 0.000 0.000 39.000 117.000 2053.000 175.000 132.000 37.000 244.000 0.000 126.000 11.000 10.000 65337.000 0.000 100.000 16.000 11.000 0.000 40.000 12.000 59.000 0.000 15.000 0.000 263.000 19042.000 0.000 10169.000 27.000 0.000 65.000 24.000 0.000 24.000 0.000 2281.000 58.000 22.000 82.000 0.000 24.000 91.000 4648.000 732.000 5.000 52.000 20.000 20653.000 29.000 108.000 43.000 23552.000 0.000 10151.000 198.000 2011.000 147.000 130.000 19.000 310.000 8885.000 34.000 0.000 19.000 1529.000 6.000 19.000 66.000 400.000 1141.000 8.000 11118.000 10.000 146.000 1248.000 12.000 30.000 17414.000 49.000 30.000 16101.000 8.000 77.000 9210.000 16378.000 79.000 7387.000 19.000 418.000 13.000 0.000 25.000 92.000 300.000 10.000 0.000 0.000 37.000 56.000 8.000 423.000 24.000 30.000 96.000 0.000 11.000 7.000 22.000 0.000 8.000 31.000 3831.000 0.000 10.000 313.000 75.000 0.000 0.000 41.000 0.000 3.000 107.000 61.000 147.000 31.000 40.000 85.000 39.000 0.000 23.000 0.000 1189.000 44.000 12.000 91.000 100.000 0.000 4.000 260.000 44.000 2397.000 73.000 12.000 23.000 0.000 12.000 7.000 0.000 3.000 1077.000 24.000 50.000 6.000 191.000 7.000 0.000 3166.000 11.000 0.000 8919.000 48.000 23.000 52.000 120.000 32.000 0.000 139.000 5629.000 11410.000 4568.000 0.000 2513.000 0.000 4666.000 21.000 8.000 0.000 20.000 25.000 60.000 854.000 6670.000 2489.000 33.000 0.000 7.000 19.000 45.000 31.000 9.000 0.000 13.000 0.000 21.000 8.000 8.000 0.000 94.000 54.000 8.000 0.000 5463.000 0.000 112.000 0.000 24.000 126.000 2537.000 0.000 0.000 51.000 33.000 497.000 3.000 24.000 12.000 18.000 198.000 128.000 1420.000 0.000 32.000 9570.000 16.000 3.000 0.000 0.000 11.000 9650.000 6.000 6.000 494.000 56.000 2012.000 155.000 138.000 23.000 68.000 4.000 0.000 8.000 0.000 57.000 0.000 10.000 35.000 12664.000 0.000 12.000 0.000 34.000 23.000 0.000 2.000 14.000 51.000 0.000 34.000 0.000 7.000 88.000 16.000 6.000 1394.000 0.000 0.000 17.000 17.000 0.000 4.000 52.000 0.000 2694.000 45.000 3.000 8037.000 0.000 16.000 27.000 9.000 75.000 121.000 0.000 0.000 74.000 1290.000 2858.000 11005.000 105.000 0.000 901.000 4.000 2.000 39.000 0.000 4.000 19.000 37.000 0.000 0.000 0.000 0.000 0.000 4.000 10287.000 0.000 4.000 0.000 0.000 30.000 8.000 0.000 0.000 9.000 0.000 588.000 403.000 20.000 22.000 0.000 5576.000 0.000 79.000 6.000 139.000 30.000 0.000 9.000 5857.000 29.000 52.000 46.000 139.000 59.000 0.000 43.000 43.000 24.000 12.000 17.000 0.000 0.000 16.000 0.000 79.000 0.000 16.000 13.000 67.000 81.000 0.000 3.000 0.000 78.000 2.000 28.000 0.000 278.000 168.000 8.000 9.000 0.000 0.000 29.000 0.000 8.000 17.000 0.000 838.000 14.000 5.000 0.000 0.000 101.000 0.000 24.000 9125.000 0.000 0.000 0.000 4.000 2.000 12.000 0.000 21.000 369.000 0.000 30.000 0.000 3181.000 0.000 0.000 8.000 0.000 222.000 0.000 6.000 4.000 33.000 3.000 6.000 97.000 0.000 0.000 0.000 132.000 0.000 0.000 18.000 6.000 65.000 0.000 0.000 0.000 17.000 229.000 0.000 2.000 16.000 0.000 2066.000 0.000 0.000 18.000 151.000 25.000 0.000 0.000 34.000 0.000 0.000 0.000 0.000 300.000 222.000 0.000 0.000 21.000 4.000 338.000 107.000 0.000 9.000 1.000 12.000 0.000 7.000 67.000 3.000 744.000 7.000 0.000 6.000 24.000 17.000 232.000 0.000 39.000 4.000 0.000 25.000 29.000 0.000 7.000 35.000 0.000 20.000 9.000 0.000 3.000 2177.000 19.000 0.000 6.000 12.000 0.000 18.000 13.000 198.000 18.000 2.000 0.000 22.000 97.000 15.000 13.000 12.000 0.000 13.000 3901.000 12.000 3.000 0.000 55.000 0.000 0.000 6.000 11.000 0.000 0.000 0.000 0.000 0.000 49.000 3.000 0.000 0.000 11.000 21.000 4.000 0.000 1.000 0.000 0.000 373.000 12.000 0.000 0.000 17.000 0.000 3685.000 1.000 0.000 598.000 17.000 59.000 0.000 0.000 5063.000 4.000 5.000 16.000 0.000 0.000 0.000 1.000 0.000 18.000 581.000 2830.000 0.000 0.000 11.000 49.000 3988.000 0.000 1.000 859.000 6.000 3.000 5292.000 10.000 0.000 0.000 5.000 0.000 11.000 97.000 0.000 1.000 40.000 27.000 6.000 0.000 127.000 1799.000 14.000 5.000 6.000 21.000 2.000 0.000 36.000 0.000 28.000 0.000 0.000 0.000 20.000 6.000 952.000 0.000 14.000 0.000 15.000 0.000 4378.000 0.000 0.000 0.000 160.000 487.000 512.000 0.000 0.000 0.000 412.000 10.000 3.000 587.000 0.000 0.000 0.000 0.000 0.000 3.000 535.000 10.000 1613.000 16.000 0.000 19.000 9.000 61.000 216.000 2.000 16.000 85.000 0.000 0.000 1072.000 2.000 0.000 13.000 0.000 10.000 0.000 2.000 0.000 15.000 6.000 12.000 53.000 0.000 85.000 3.000 18.000 5.000 0.000 1.000 0.000 0.000 0.000 51.000 4.000 0.000 12.000 10.000 13.000 0.000 16.000 1.000 0.000 0.000 2.000 530.000 2016.000 0.000 25.000 12.000 0.000 0.000 539.000 0.000 7.000 0.000 447.000 24.000 0.000 0.000 0.000 0.000 0.000 105.000 29.000 39.000 0.000 0.000 6.000 48.000 2.000 142.000 0.000 0.000 0.000 101.000 3.000 563.000 0.000 12.000 0.000 22.000 12.000 59.000 82.000 0.000 0.000 0.000 0.000 10.000 0.000 1190.000 26.000 20.000 0.000 0.000 12.000 2.000 1371.000 6.000 0.000 0.000 1557.000 0.000 0.000 0.000 0.000 40.000 0.000 0.000 13.000 25.000 0.000 18.000 0.000 2208.000 51.000 0.000 19.000 0.000 0.000 4.000 0.000 724.000 26.000 111.000 1205.000 0.000 5.000 0.000 68.000 146.000 632.000 0.000 0.000 4.000 0.000 254.000 234.000 0.000 151.000 0.000 113.000 3.000 35.000 17.000 3.000 21.000 0.000 5.000 0.000 38.000 37.000 0.000 0.000 8.000 3.000 5.000 0.000 0.000 104.000 36.000 0.000 23.000 39.000 6.000 13.000 35.000 122.000 10.000 2.000 97.000 2088.000 1894.000 287.000 0.000 21.000 0.000 0.000 5.000 6.000 83.000 3.000 3.000 0.000 0.000 0.000 13.000 2070.000 33.000 4.000 0.000 1.000 0.000 0.000 0.000 6.000 0.000 19.000 26.000 0.000 478.000 4.000 0.000 8.000 0.000 0.000 7.000 129.000 1409.000 0.000 1.000 0.000 0.000 285.000 0.000 0.000 21.000 9.000 0.000 0.000 29.000 0.000 16.000 0.000 0.000 937.000 2625.000 16.000 37.000 2.000 277.000 3053.000 2081.000 2.000 22.000 0.000 15.000 0.000 0.000 0.000 41.000 2.000 0.000 296.000 0.000 885.000 25.000 0.000 0.000 0.000 9.000 52.000 1946.000 1090.000 0.000 0.000 0.000 12.000 2.000 372.000 0.000 0.000 744.000 0.000 9.000 43.000 0.000 2006.000 2.000 0.000 4.000 51.000 0.000 0.000 0.000 40.000 57.000 11.000 236.000 7.000 1381.000 13.000 0.000 25.000 0.000 0.000 99.000 0.000 0.000 0.000 195.000 36.000 209.000 14.000 0.000 0.000 0.000 0.000 0.000 2.000 0.000 0.000 0.000 0.000 13.000 0.000 3.000 0.000 0.000 0.000 10.000 0.000 4.000 2.000 28.000 10.000 0.000 12.000 110.000 0.000 0.000 310.000 3.000 9.000 34.000 1.000 23.000 3.000 0.000 22.000 0.000 29.000 26.000 1.000 0.000 30.000 0.000 0.000 0.000 0.000 253.000 1718.000 0.000 11.000 4.000 0.000 6.000 0.000 11.000 0.000 30.000 0.000 0.000 3.000 2.000 0.000 65.000 2.000 27.000 0.000 87.000 258.000 3.000 0.000 109.000 0.000 0.000 0.000 7.000 66.000 5.000
