10	9.0 313.0 0.0 0.0 2.0 328.0 92750.0 89390.0 10715.0 19865.0 69939.0 5.0 1.0 408.0 46257.0 5.0 112.0 18793.0 128.0 2.0 0.0 9972.0 37137.0 0.0 7.0 99541.0 106.0 3.0 3.0 37156.0 4.0 52204.0 1.0 0.0 0.0 20243.0 8417.0 59284.0 25079.0 31677.0 129.0 3.0 1.0 18836.0 49.0 58.0 75.0 45876.0 72.0 0.0 1.0 11171.0 235.0 0.0 0.0 7016.0 5964.0 0.0 1.0 30662.0 5627.0 3.0 148.0 344586.0 1959.0 1.0 0.0 4.0 2.0 2.0 0.0 25822.0 652.0 3.0 1.0 336.0 6.0 3.0 2.0 1918.0 3312.0 8.0 1.0 11369.0 733.0 2.0 1.0 88.0 2039.0 4.0
11	7.0 48.0 1.0 1.0 31.0 169.0 16699.0 20007.0 8426.0 22182.0 229.0 1.0 1.0 25.0 8313.0 0.0 1070.0 20.0 39174.0 1.0 0.0 590.0 15433.0 0.0 0.0 32126.0 883.0 6.0 0.0 12575.0 2.0 8230.0 1.0 0.0 0.0 4041.0 17.0 12975.0 7408.0 8788.0 24.0 0.0 0.0 11781.0 1835.0 0.0 3363.0 2404.0 10074.0 1.0 1.0 36.0 773.0 1.0 0.0 154.0 398.0 3.0 0.0 5382.0 4209.0 1.0 466.0 1324.0 2740.0 3.0 0.0 9.0 5.0 12.0 0.0 11902.0 783.0 2.0 2.0 1480.0 1.0 3.0 11.0 1482.0 8007.0 6.0 2.0 6770.0 644.0 2.0 1.0 53.0 2085.0 3.0
12	5.0 32399.0 1.0 0.0 1.0 600.0 880388.0 620122.0 127241.0 19273.0 1182.0 1.0 5.0 1197.0 126198.0 19.0 29.0 2053.0 34560.0 0.0 2.0 3971.0 155952.0 0.0 0.0 642693.0 46.0 4.0 0.0 163540.0 6.0 376836.0 0.0 0.0 0.0 32366.0 61271.0 194486.0 160836.0 83108.0 324.0 1.0 0.0 145073.0 27413.0 2.0 162.0 1012.0 2490.0 0.0 1.0 608.0 1953.0 0.0 0.0 2010.0 1254.0 2.0 0.0 40836.0 29749.0 8.0 194.0 5763.0 21002.0 26.0 4.0 11.0 201.0 48.0 1.0 358725.0 410.0 8.0 11.0 101.0 28.0 8.0 37.0 2986.0 33988.0 7.0 3.0 30107.0 5324.0 13.0 37.0 38.0 9099.0 16.0
13	0.0 3158.0 0.0 0.0 0.0 742.0 2938.0 23676.0 4722.0 10419.0 323.0 1.0 1.0 175.0 64.0 0.0 344.0 22.0 55.0 2.0 0.0 15458.0 57222.0 1.0 0.0 47788.0 37.0 0.0 0.0 64366.0 11.0 6934.0 5.0 0.0 0.0 23198.0 16.0 17989.0 7247.0 21743.0 67.0 4.0 1.0 17820.0 47.0 1.0 512.0 358.0 141.0 35.0 0.0 4776.0 2786.0 7.0 12.0 138.0 616.0 41.0 0.0 17063.0 11287.0 2.0 776.0 1774.0 3683.0 0.0 3.0 4.0 2.0 6.0 0.0 13834.0 488.0 6.0 2.0 510.0 3.0 13.0 1.0 1588.0 6493.0 4.0 1.0 14847.0 1203.0 1.0 0.0 2592.0 46.0 0.0
14	1.0 20.0 1.0 0.0 0.0 61.0 530.0 6717.0 530.0 5958.0 2229.0 1.0 0.0 50.0 226.0 4.0 111.0 2603.0 143.0 0.0 0.0 31.0 6197.0 0.0 0.0 20346.0 997.0 0.0 0.0 13905.0 11.0 1093.0 0.0 2.0 1.0 365.0 47.0 5368.0 1548.0 4217.0 14.0 2.0 0.0 6714.0 33.0 1.0 101.0 2491.0 27.0 2.0 0.0 82.0 1349.0 1.0 0.0 496.0 958.0 1.0 30.0 6927.0 2675.0 1.0 207.0 3658.0 1314.0 3.0 0.0 3.0 0.0 0.0 1.0 4860.0 973.0 1.0 0.0 442.0 0.0 0.0 0.0 1436.0 2459.0 0.0 0.0 9239.0 1288.0 0.0 1.0 98.0 483.0 1.0
15	2.0 64.0 0.0 0.0 1.0 76.0 136288.0 156423.0 11835.0 22394.0 14107.0 5.0 0.0 21643.0 809.0 4.0 185.0 340.0 302.0 10.0 0.0 74121.0 68983.0 1.0 1.0 302311.0 2066.0 2.0 2.0 102205.0 5.0 68224.0 3.0 1.0 0.0 15469.0 208.0 70688.0 49762.0 61693.0 25.0 2.0 0.0 155824.0 166.0 3.0 706.0 12725.0 209.0 0.0 0.0 44668.0 3945.0 0.0 1.0 6081.0 422.0 0.0 0.0 36829.0 11083.0 6.0 200.0 3694.0 7316.0 14.0 4.0 11.0 1.0 2.0 5.0 51073.0 35.0 5.0 2.0 522.0 6.0 6.0 9.0 2769.0 7917.0 40.0 5.0 337029.0 2779.0 5.0 5.0 58.0 70.0 15.0
16	3.0 515.0 0.0 0.0 22.0 1440.0 54838.0 57804.0 16157.0 15353.0 45454.0 2.0 1.0 113.0 39856.0 17.0 3460.0 2866.0 117.0 3.0 1.0 16537.0 29184.0 0.0 0.0 83984.0 4011.0 1.0 1.0 21773.0 2.0 27434.0 1.0 0.0 0.0 20600.0 12688.0 28171.0 13726.0 19400.0 78.0 0.0 0.0 17748.0 242.0 9.0 100.0 13400.0 11.0 2.0 1.0 4547.0 2254.0 0.0 0.0 40.0 1316.0 1.0 1.0 43919.0 6554.0 5.0 237.0 1069.0 2948.0 4.0 0.0 1.0 7.0 1.0 1.0 19220.0 288.0 2.0 0.0 279191.0 2.0 4.0 0.0 1804.0 3479.0 20.0 7.0 4131.0 1336.0 4.0 0.0 42.0 862.0 5.0
17	3.0 68.0 4.0 0.0 1.0 4781.0 131953.0 147053.0 7778.0 6477.0 7750.0 2.0 0.0 15.0 34461.0 1.0 39.0 78.0 105.0 23.0 2.0 14996.0 47309.0 1.0 1.0 50044.0 1760.0 12.0 0.0 40663.0 4.0 59479.0 0.0 0.0 0.0 16809.0 10494.0 43220.0 11924.0 15379.0 48.0 5.0 0.0 21583.0 1514.0 1.0 145.0 405.0 41.0 3.0 0.0 299.0 2496.0 0.0 0.0 208.0 2525.0 7.0 0.0 18969.0 12892.0 6.0 570.0 1682.0 4243.0 4.0 1.0 2.0 2.0 22.0 0.0 35177.0 600.0 2.0 8.0 631.0 2.0 9.0 49.0 2709.0 6147.0 3.0 0.0 18026.0 2860.0 9.0 2.0 3447.0 1390.0 3.0
18	3.0 469.0 1.0 1.0 11.0 543.0 17558.0 83895.0 26768.0 29335.0 1298.0 6.0 0.0 174.0 35571.0 18.0 10542.0 1300.0 1234.0 9.0 0.0 5504.0 53388.0 0.0 0.0 49025.0 10468.0 1.0 3.0 46246.0 2.0 12476.0 2.0 0.0 0.0 9851.0 679.0 36792.0 18557.0 22851.0 48.0 0.0 0.0 33214.0 2662.0 0.0 2822.0 146.0 80.0 1.0 0.0 55.0 4424.0 0.0 0.0 2432.0 13835.0 5.0 0.0 38542.0 5462.0 4.0 224.0 662.0 206066.0 1.0 5.0 6.0 1.0 0.0 0.0 16432.0 476.0 4.0 0.0 211.0 5.0 6.0 3.0 2077.0 5460.0 4.0 4.0 11650.0 1217.0 1.0 6.0 190.0 1741.0 3.0
19	4.0 215.0 0.0 0.0 2.0 29774.0 34183.0 57619.0 130.0 46637.0 7204.0 7.0 0.0 357.0 25048.0 11.0 105384.0 46.0 29.0 2.0 1.0 9309.0 144996.0 0.0 0.0 43817.0 7246.0 2.0 0.0 53804.0 3.0 5213.0 0.0 0.0 0.0 94516.0 147.0 17379.0 9166.0 45263.0 53.0 1.0 1.0 22135.0 4215.0 13.0 74193.0 86.0 46.0 5.0 15.0 3290.0 9348.0 0.0 0.0 194.0 9217.0 4.0 0.0 29284.0 17023.0 9.0 625.0 2662.0 13657.0 9.0 2.0 7.0 8.0 10.0 1.0 14489.0 1244.0 6.0 12.0 2059.0 247.0 68.0 21.0 6512.0 8805.0 9.0 12.0 13055.0 1485.0 4.0 8.0 95680.0 2367.0 162.0
